x,y
44,-125
45,-128
48,-131
47,-134
44,-133
43,-136
46,-137
47,-134
47,-137
50,-137
48,-134
51,-137
49,-134
49,-136
52,-137
49,-138
46,-135
45,-133
45,-132
42,-132
45,-129
45,-130
46,-132
44,-135
47,-136
45,-138
43,-141
43,-140
43,-141
42,-142
40,-139
39,-136
37,-138
36,-136
35,-133
36,-133
35,-132
35,-132
34,-133
32,-133
31,-136
28,-135
30,-135
28,-138
25,-140
23,-140
23,-139
25,-142
27,-142
27,-144
29,-144
29,-147
26,-147
27,-146
25,-147
25,-150
23,-153
20,-156
21,-159
18,-159
20,-158
18,-160
21,-159
22,-162
24,-160
25,-160
27,-158
24,-158
24,-161
22,-161
21,-164
20,-163
17,-160
15,-161
13,-161
10,-164
8,-162
8,-165
5,-163
5,-163
3,-165
0,-163
-2,-166
-5,-166
-7,-169
-7,-171
-4,-172
-4,-169
-6,-166
-9,-168
-10,-167
-10,-167
-10,-169
-8,-170
-9,-173
-11,-173
-8,-171
-11,-173
-9,-174
-11,-176
-10,-175
-7,-172
-7,-169
-6,-169
-6,-172
-6,-173
-5,-175
-2,-175
-1,-177
-3,-177
-1,-174
1,-173
2,-175
0,-174
2,-172
0,-170
-2,-167
-2,-168
0,-167
2,-167
2,-168
3,-170
3,-172
5,-172
7,-175
10,-178
11,-180
11,-177
8,-174
5,-174
6,-177
6,-176
6,-178
4,-176
6,-175
5,-175
8,-173
9,-172
8,-175
7,-172
8,-175
8,-173
9,-174
8,-171
10,-173
13,-171
16,-171
18,-173
20,-172
20,-169
17,-169
18,-169
21,-172
23,-171
24,-174
27,-177
29,-174
32,-175
32,-178
29,-180
26,-180
28,-177
31,-180
31,-178
29,-180
30,-179
31,-179
30,-176
30,-174
33,-171
32,-168
34,-166
37,-165
36,-163
33,-165
34,-162
37,-161
36,-158
33,-156
33,-155
32,-154
34,-157
36,-160
38,-163
41,-161
42,-161
41,-163
41,-161
40,-158
41,-161
38,-160
39,-158
41,-157
44,-154
41,-153
44,-152
46,-153
44,-153
45,-155
46,-157
46,-160
45,-161
42,-159
45,-157
42,-159
42,-159
42,-158
45,-155
44,-158
47,-158
50,-160
52,-161
51,-164
52,-166
54,-164
52,-167
51,-169
51,-167
53,-164
52,-162
49,-161
52,-162
50,-161
51,-163
54,-160
51,-160
48,-157
46,-154
47,-151
47,-150
49,-150
50,-148
49,-150
46,-151
45,-151
45,-153
44,-153
45,-152
44,-154
44,-153
44,-156
44,-158
45,-158
45,-161
42,-160
45,-159
45,-159
44,-162
46,-159
45,-157
47,-158
46,-158
47,-157
46,-159
47,-162
48,-160
48,-161
45,-163
47,-166
47,-164
47,-164
50,-162
51,-162
52,-159
54,-162
53,-160
52,-161
52,-159
50,-162
48,-164
47,-166
45,-164
48,-162
47,-162
48,-165
48,-165
45,-166
45,-163
44,-165
47,-164
46,-163
46,-166
49,-169
52,-168
55,-171
57,-173
56,-174
54,-175
52,-175
51,-177
50,-174
52,-177
50,-180
49,-177
48,-177
50,-177
52,-180
52,-183
54,-180
51,-182
49,-179
49,-179
46,-176
45,-173
44,-170
44,-172
46,-170
49,-173
52,-172
51,-169
54,-168
55,-166
55,-169
52,-169
52,-168
50,-168
52,-167
54,-167
54,-164
53,-163
52,-163
53,-161
54,-163
56,-163
57,-165
54,-167
55,-170
52,-167
53,-165
55,-167
57,-168
54,-165
54,-167
56,-167
56,-169
55,-169
52,-169
55,-170
57,-172
55,-174
54,-173
54,-170
56,-169
53,-172
56,-172
57,-173
60,-172
58,-174
58,-177
57,-178
60,-176
57,-178
55,-180
52,-178
54,-178
55,-178
54,-177
51,-176
51,-178
53,-175
55,-177
54,-176
56,-174
56,-173
53,-175
52,-176
54,-178
56,-179
56,-180
57,-182
58,-179
61,-176
63,-179
60,-178
59,-175
61,-175
59,-177
58,-178
61,-180
62,-179
64,-177
64,-174
62,-171
64,-168
67,-169
64,-169
62,-169
65,-166
67,-166
64,-164
62,-161
59,-164
56,-165
54,-163
52,-164
49,-161
52,-159
53,-156
51,-154
53,-151
52,-154
52,-155
49,-153
46,-156
46,-158
47,-155
47,-154
45,-152
45,-152
42,-155
42,-158
41,-156
43,-159
41,-161
41,-164
38,-163
41,-162
43,-159
41,-156
38,-156
39,-158
38,-157
39,-155
38,-156
38,-157
36,-158
36,-155
35,-153
34,-156
33,-154
35,-157
32,-158
30,-158
30,-158
30,-161
31,-162
30,-160
33,-160
32,-163
31,-161
34,-162
34,-164
35,-165
32,-162
35,-163
37,-161
35,-159
38,-158
35,-157
35,-155
37,-153
39,-155
41,-157
40,-158
38,-155
38,-155
38,-152
40,-154
40,-155
38,-152
36,-155
37,-154
40,-151
43,-151
44,-152
41,-149
44,-147
42,-150
40,-149
43,-152
41,-153
42,-155
44,-154
46,-157
46,-159
48,-159
47,-160
48,-161
46,-160
49,-163
51,-163
52,-161
54,-160
51,-158
49,-157
46,-160
44,-160
45,-163
45,-164
47,-162
49,-164
48,-161
51,-162
48,-163
50,-161
51,-160
51,-161
54,-158
55,-158
52,-159
51,-159
53,-162
54,-161
57,-161
55,-162
55,-161
58,-158
59,-157
59,-157
61,-157
59,-159
58,-161
61,-160
60,-158
58,-156
58,-158
60,-159
61,-162
59,-161
56,-164
56,-166
55,-166
58,-163
56,-162
55,-164
55,-165
54,-162
52,-161
52,-160
49,-158
47,-158
48,-157
50,-157
48,-159
48,-160
51,-157
53,-154
51,-155
48,-154
51,-153
48,-155
49,-153
52,-151
51,-149
54,-149
56,-147
59,-148
59,-145
59,-142
58,-142
61,-144
58,-145
55,-142
53,-143
54,-140
56,-143
57,-145
60,-147
61,-150
59,-150
60,-147
59,-144
57,-141
56,-139
59,-137
57,-135
60,-133
63,-131
64,-134
63,-136
66,-136
65,-137
64,-135
62,-138
62,-135
63,-135
66,-135
65,-135
67,-138
67,-139
70,-137
72,-137
73,-140
74,-137
73,-139
72,-136
75,-139
73,-142
73,-145
76,-145
76,-148
75,-150
76,-150
75,-147
76,-149
79,-148
80,-145
79,-148
76,-146
76,-144
78,-144
79,-142
80,-139
77,-139
80,-136
83,-139
86,-140
88,-141
86,-143
83,-146
85,-144
82,-147
83,-146
83,-147
80,-145
78,-142
77,-139
79,-140
76,-143
73,-141
71,-143
71,-140
68,-143
65,-145
65,-143
63,-144
65,-143
67,-143
64,-144
64,-146
61,-149
64,-146
63,-144
65,-145
68,-142
69,-139
68,-138
65,-136
63,-138
65,-136
66,-134
65,-137
67,-137
67,-134
65,-136
64,-139
64,-136
67,-136
64,-139
64,-139
63,-139
62,-139
65,-142
62,-140
62,-140
62,-138
59,-135
59,-132
61,-134
58,-133
56,-131
55,-128
53,-127
55,-127
58,-126
60,-125
61,-125
62,-123
63,-123
60,-125
60,-126
62,-129
60,-129
63,-129
61,-128
59,-130
57,-127
60,-124
61,-123
59,-121
62,-121
65,-121
65,-120
68,-120
69,-118
67,-119
70,-122
67,-125
70,-128
69,-129
68,-129
67,-128
70,-125
71,-127
69,-127
71,-128
73,-126
75,-127
76,-124
76,-127
73,-127
70,-124
69,-127
68,-129
71,-127
73,-130
76,-132
78,-133
77,-136
75,-139
75,-138
78,-136
78,-134
78,-131
78,-132
77,-131
74,-128
73,-130
73,-127
72,-129
72,-130
73,-128
75,-130
72,-131
73,-128
71,-130
70,-130
68,-133
71,-130
70,-128
72,-125
73,-125
75,-126
78,-127
78,-124
80,-124
82,-121
82,-124
81,-127
81,-126
82,-128
84,-127
84,-130
87,-130
90,-132
92,-132
93,-131
91,-132
92,-132
89,-131
86,-130
83,-129
85,-130
88,-131
87,-128
90,-129
89,-131
88,-132
91,-133
93,-134
94,-134
93,-135
91,-137
94,-136
97,-136
94,-139
95,-140
92,-137
95,-134
98,-133
97,-132
98,-132
98,-129
96,-132
95,-130
98,-127
97,-124
95,-126
98,-124
96,-123
96,-121
95,-118
97,-117
96,-115
93,-114
94,-113
95,-113
92,-116
95,-115
96,-117
94,-114
95,-111
96,-113
93,-114
96,-113
96,-112
97,-111
99,-109
100,-108
100,-107
97,-109
97,-112
94,-115
92,-116
89,-118
87,-117
85,-120
82,-120
84,-120
83,-120
80,-119
81,-118
83,-119
85,-116
86,-117
85,-118
87,-116
85,-116
84,-115
87,-115
88,-116
87,-115
84,-117
83,-120
81,-123
78,-124
78,-121
79,-121
80,-123
79,-122
81,-119
78,-119
78,-120
75,-120
76,-121
73,-119
73,-122
75,-119
74,-122
72,-122
69,-124
67,-123
68,-124
67,-123
70,-126
69,-128
66,-130
68,-129
67,-132
64,-131
61,-131
59,-133
58,-135
55,-135
53,-138
53,-140
56,-137
54,-135
52,-133
49,-131
50,-132
51,-129
53,-130
54,-133
52,-133
54,-132
51,-129
50,-132
53,-131
56,-134
54,-135
52,-133
54,-133
51,-134
51,-134
49,-131
49,-130
49,-133
50,-135
47,-137
50,-137
53,-135
53,-133
56,-133
53,-134
54,-136
51,-137
49,-136
49,-138
46,-137
49,-140
48,-141
45,-141
45,-143
46,-144
49,-144
50,-147
50,-149
53,-148
51,-151
54,-149
52,-149
53,-151
54,-153
54,-150
52,-147
53,-150
51,-152
52,-152
55,-155
52,-154
51,-157
54,-160
56,-159
53,-157
55,-154
56,-154
55,-152
54,-150
55,-148
56,-145
54,-146
55,-143
55,-141
56,-142
56,-141
57,-138
55,-138
55,-136
52,-138
52,-137
55,-138
53,-135
55,-135
55,-138
58,-138
61,-138
64,-136
65,-134
68,-131
69,-128
71,-129
69,-126
68,-127
69,-125
72,-123
75,-125
72,-127
75,-126
73,-124
73,-127
73,-129
76,-130
73,-130
74,-127
72,-124
69,-123
70,-125
68,-125
71,-125
71,-127
69,-130
72,-133
74,-132
73,-135
71,-134
70,-135
68,-137
67,-137
69,-136
69,-133
70,-136
69,-133
71,-132
70,-130
70,-129
69,-132
71,-130
74,-128
76,-131
73,-129
73,-131
76,-131
73,-128
73,-130
76,-132
75,-135
78,-138
80,-135
77,-135
76,-134
78,-136
78,-134
81,-134
83,-136
82,-135
79,-133
76,-135
79,-136
81,-133
80,-133
78,-130
78,-133
78,-135
77,-133
75,-131
72,-131
75,-131
76,-128
77,-126
80,-124
79,-122
77,-124
75,-122
75,-125
72,-123
74,-126
72,-128
75,-128
77,-131
78,-133
80,-131
77,-133
80,-131
77,-128
79,-130
78,-130
76,-133
79,-130
78,-130
80,-131
78,-129
78,-132
77,-132
76,-135
78,-136
79,-135
81,-133
80,-131
78,-133
79,-131
81,-129
84,-129
86,-126
85,-124
84,-122
84,-123
86,-120
85,-121
88,-124
85,-127
86,-125
83,-123
84,-125
87,-128
89,-128
89,-126
88,-126
87,-124
86,-124
88,-123
89,-123
92,-120
91,-123
88,-121
87,-124
89,-121
92,-118
92,-118
95,-119
92,-120
91,-117
90,-118
88,-116
89,-118
86,-117
84,-117
87,-119
87,-120
88,-120
85,-122
84,-125
87,-126
84,-128
83,-126
84,-129
83,-130
83,-129
86,-126
88,-127
87,-125
87,-124
89,-123
92,-122
93,-122
94,-122
97,-119
100,-118
97,-115
97,-118
97,-117
100,-119
98,-118
96,-118
98,-118
100,-120
98,-122
101,-123
104,-126
106,-129
105,-132
108,-130
106,-130
106,-133
109,-134
112,-135
111,-138
113,-140
116,-141
117,-138
114,-140
112,-137
113,-137
115,-135
115,-136
112,-138
113,-135
110,-138
108,-135
110,-132
113,-132
113,-131
115,-130
112,-133
113,-133
111,-133
109,-133
111,-133
114,-132
115,-134
118,-134
121,-136
122,-133
119,-130
121,-130
123,-131
122,-129
124,-130
122,-127
119,-125
120,-126
122,-126
119,-128
121,-126
122,-125
122,-128
123,-126
124,-124
125,-123
127,-123
126,-124
127,-125
125,-122
123,-124
120,-124
119,-123
116,-123
114,-123
117,-124
115,-123
115,-126
116,-124
119,-125
117,-124
119,-126
121,-124
118,-122
121,-123
118,-120
119,-122
120,-123
120,-123
119,-120
116,-119
117,-121
114,-119
115,-120
113,-118
110,-120
108,-118
105,-119
104,-116
104,-117
106,-120
108,-118
110,-121
108,-118
111,-121
112,-119
114,-121
113,-121
115,-118
112,-119
110,-118
113,-115
110,-118
113,-120
110,-118
107,-120
107,-122
107,-120
108,-119
106,-117
105,-116
104,-114
103,-117
100,-116
100,-119
98,-116
95,-115
98,-114
98,-112
98,-111
100,-114
102,-111
100,-109
103,-110
101,-107
99,-104
96,-107
97,-104
95,-105
97,-107
98,-105
95,-107
96,-105
95,-102
98,-100
99,-103
97,-104
94,-102
97,-103
95,-101
98,-102
100,-104
99,-107
101,-105
99,-105
97,-106
95,-107
95,-107
94,-110
97,-111
95,-114
93,-115
96,-112
98,-111
100,-108
98,-109
95,-108
95,-106
97,-109
94,-110
94,-112
92,-114
91,-114
92,-116
93,-115
91,-117
93,-119
90,-121
89,-122
92,-122
92,-125
90,-125
89,-124
88,-125
90,-123
90,-124
89,-121
91,-123
88,-125
90,-124
87,-122
84,-119
87,-120
90,-118
89,-121
91,-121
94,-122
91,-120
94,-123
94,-126
93,-123
95,-120
97,-120
98,-123
100,-122
99,-125
99,-123
101,-120
102,-119
101,-116
98,-113
96,-110
94,-113
91,-115
94,-118
96,-115
94,-114
97,-117
95,-114
92,-111
94,-114
96,-117
99,-116
96,-119
99,-119
101,-117
103,-117
102,-116
105,-118
104,-118
101,-115
101,-113
99,-114
98,-112
96,-112
97,-113
94,-112
94,-110
95,-112
96,-113
98,-114
99,-112
96,-112
95,-113
92,-112
91,-110
92,-109
93,-107
93,-106
92,-106
93,-104
95,-101
93,-103
93,-103
90,-102
90,-100
88,-100
87,-99
84,-102
81,-105
80,-106
83,-108
86,-111
86,-108
87,-107
90,-107
90,-105
93,-105
91,-106
93,-106
94,-109
94,-109
96,-112
98,-115
101,-117
100,-118
98,-115
96,-112
94,-111
95,-108
92,-111
93,-109
93,-110
95,-109
97,-106
94,-103
94,-101
91,-101
93,-102
96,-100
97,-97
95,-98
97,-99
96,-96
94,-96
96,-96
97,-93
94,-94
97,-92
100,-94
98,-97
99,-97
102,-94
105,-96
105,-96
104,-97
102,-94
99,-96
102,-93
102,-91
103,-89
106,-88
105,-91
102,-94
103,-94
104,-97
102,-94
105,-91
103,-90
100,-88
103,-90
105,-92
108,-90
110,-91
111,-89
109,-91
108,-91
111,-90
110,-88
113,-89
114,-89
112,-87
109,-87
106,-85
103,-85
106,-82
109,-85
108,-85
106,-82
109,-85
107,-87
106,-90
109,-90
106,-89
103,-88
104,-90
106,-90
106,-93
108,-92
111,-90
109,-91
112,-91
110,-88
108,-85
110,-83
110,-81
111,-81
113,-82
113,-81
110,-82
107,-84
105,-87
104,-90
107,-88
110,-87
108,-88
107,-86
107,-86
104,-84
107,-84
109,-84
108,-86
108,-88
105,-88
107,-87
106,-89
104,-91
102,-94
100,-92
103,-95
103,-94
101,-96
104,-93
105,-95
108,-96
105,-95
108,-92
108,-90
110,-88
113,-85
111,-83
108,-80
107,-79
105,-76
102,-73
103,-74
102,-75
103,-78
105,-77
102,-76
103,-77
105,-77
102,-77
99,-80
100,-80
97,-80
95,-80
92,-82
92,-85
94,-86
91,-86
91,-84
88,-81
85,-83
86,-83
84,-80
86,-77
84,-79
83,-82
84,-80
85,-78
83,-76
86,-76
87,-78
85,-76
86,-73
83,-70
81,-69
79,-68
79,-70
80,-70
81,-70
79,-73
76,-76
73,-74
75,-75
72,-72
73,-75
76,-75
76,-72
74,-73
73,-76
73,-78
76,-77
75,-80
75,-83
72,-85
73,-85
76,-83
75,-85
78,-83
78,-86
79,-86
82,-87
81,-90
79,-92
79,-93
77,-92
74,-93
72,-95
70,-92
72,-93
72,-95
69,-92
67,-95
68,-92
67,-92
65,-91
62,-88
60,-88
59,-88
56,-88
56,-85
53,-87
53,-89
50,-88
53,-90
52,-88
51,-90
48,-92
51,-94
49,-97
48,-96
48,-94
48,-96
49,-95
51,-96
54,-99
56,-96
58,-98
58,-96
59,-99
61,-97
63,-94
60,-91
57,-94
54,-95
52,-94
54,-97
52,-97
53,-94
56,-95
56,-92
58,-92
58,-93
61,-90
58,-90
60,-90
59,-87
57,-84
55,-82
57,-85
60,-88
57,-89
55,-88
52,-85
53,-83
53,-86
56,-89
55,-87
55,-89
55,-87
56,-90
54,-89
53,-91
51,-91
53,-89
53,-89
55,-91
52,-93
52,-95
50,-96
50,-94
47,-91
48,-90
50,-89
52,-89
50,-89
50,-86
48,-86
49,-84
49,-87
49,-87
47,-89
45,-89
42,-91
45,-92
48,-95
49,-98
52,-95
49,-93
51,-91
51,-90
49,-91
49,-88
49,-86
48,-88
50,-89
49,-92
52,-94
52,-91
50,-88
50,-89
52,-92
51,-90
49,-92
49,-94
50,-97
52,-99
54,-97
55,-95
55,-93
57,-96
55,-96
55,-96
55,-93
54,-90
56,-92
58,-90
59,-92
58,-95
61,-97
60,-96
62,-96
62,-98
61,-100
62,-101
61,-103
62,-102
65,-102
64,-103
65,-106
64,-103
67,-106
66,-106
64,-103
65,-106
68,-105
69,-107
70,-107
67,-104
70,-105
69,-107
70,-110
72,-113
69,-114
67,-113
68,-114
69,-114
66,-115
65,-118
67,-117
65,-116
66,-114
65,-115
68,-115
70,-118
73,-120
75,-119
73,-120
73,-118
75,-118
75,-118
78,-115
80,-118
78,-117
75,-120
73,-118
71,-120
68,-122
65,-124
64,-124
66,-123
69,-126
68,-129
65,-127
65,-129
68,-128
68,-127
66,-125
67,-126
65,-125
63,-124
64,-127
66,-125
63,-124
63,-123
61,-126
62,-125
61,-128
59,-129
59,-129
56,-126
54,-129
52,-132
54,-131
55,-134
54,-132
53,-134
56,-136
53,-137
56,-140
56,-138
53,-137
51,-136
49,-133
48,-133
48,-134
49,-132
49,-130
47,-127
48,-124
48,-123
48,-123
49,-122
47,-122
47,-124
48,-122
50,-119
52,-121
50,-120
51,-121
53,-124
54,-125
54,-126
52,-129
54,-127
57,-129
57,-131
60,-129
63,-132
60,-132
57,-133
55,-132
57,-134
59,-132
61,-131
62,-128
62,-131
64,-130
64,-129
62,-130
65,-133
67,-132
65,-134
67,-137
64,-139
63,-137
61,-135
63,-132
62,-132
60,-130
61,-129
63,-132
64,-130
61,-132
63,-131
66,-129
63,-130
62,-132
60,-129
60,-126
57,-123
57,-125
57,-122
55,-122
54,-123
52,-123
54,-121
51,-122
51,-124
49,-124
47,-123
45,-124
42,-126
41,-129
44,-130
42,-131
39,-129
39,-128
41,-126
44,-123
45,-124
48,-125
51,-122
48,-121
49,-120
47,-120
45,-122
48,-124
45,-124
46,-126
44,-127
44,-127
43,-127
42,-129
40,-132
41,-134
43,-132
41,-135
43,-135
45,-138
46,-139
48,-138
48,-141
49,-139
47,-138
50,-139
50,-137
47,-134
46,-133
44,-130
42,-131
40,-130
40,-129
37,-131
40,-129
41,-127
38,-130
38,-127
36,-124
35,-122
33,-120
34,-119
36,-116
35,-116
33,-118
36,-121
35,-123
37,-126
34,-127
34,-126
32,-124
33,-122
30,-122
28,-119
25,-116
26,-118
24,-120
26,-122
28,-119
29,-117
28,-114
29,-116
28,-115
26,-118
25,-116
23,-115
21,-116
24,-115
24,-114
22,-115
21,-114
21,-117
21,-115
19,-115
20,-112
21,-113
23,-111
23,-113
21,-116
24,-116
25,-119
28,-122
26,-124
24,-124
24,-121
27,-124
29,-126
29,-127
26,-129
29,-128
30,-126
31,-128
32,-130
31,-132
29,-129
29,-132
30,-129
27,-129
28,-131
30,-133
28,-132
31,-131
29,-132
32,-133
35,-132
35,-132
34,-133
37,-131
40,-129
40,-129
41,-128
43,-129
40,-131
40,-130
39,-131
39,-131
37,-129
38,-129
39,-130
42,-130
43,-131
44,-132
45,-132
46,-135
43,-137
42,-136
45,-134
46,-136
49,-135
48,-134
50,-132
51,-134
54,-132
54,-133
57,-131
58,-131
56,-134
53,-137
53,-140
53,-142
51,-144
52,-145
49,-142
49,-145
46,-146
46,-143
47,-146
49,-148
49,-145
51,-145
51,-145
50,-145
51,-143
49,-143
51,-142
49,-145
50,-145
53,-142
51,-141
52,-140
50,-139
52,-140
51,-137
49,-138
51,-137
51,-135
52,-135
49,-138
52,-135
49,-133
50,-135
49,-136
47,-136
46,-136
43,-138
46,-140
48,-137
51,-137
52,-139
53,-139
52,-137
54,-134
53,-136
51,-134
51,-132
53,-134
53,-131
56,-131
54,-130
54,-130
51,-133
54,-135
54,-136
52,-133
52,-135
53,-138
52,-136
49,-137
50,-138
51,-138
49,-137
48,-137
47,-134
49,-135
52,-136
49,-135
52,-132
50,-134
47,-133
49,-131
49,-131
50,-133
47,-133
50,-132
51,-134
49,-133
52,-131
52,-134
50,-135
50,-132
50,-134
51,-135
49,-138
47,-140
44,-141
47,-142
45,-144
42,-145
41,-146
40,-148
39,-145
41,-146
39,-147
41,-144
44,-144
42,-142
39,-142
41,-145
43,-145
46,-145
48,-148
48,-149
45,-150
44,-150
41,-153
41,-154
44,-153
47,-155
45,-157
42,-155
45,-157
47,-157
50,-159
53,-161
56,-160
59,-161
58,-160
57,-160
55,-162
58,-159
55,-160
55,-158
53,-156
50,-158
53,-160
54,-158
57,-156
56,-153
56,-153
58,-155
58,-153
60,-150
60,-153
59,-151
61,-152
58,-153
60,-156
58,-156
55,-158
53,-160
56,-158
56,-159
53,-159
53,-159
56,-159
57,-157
57,-159
60,-159
60,-157
63,-155
61,-158
64,-157
66,-157
67,-156
67,-158
70,-156
73,-153
73,-153
74,-150
75,-151
78,-153
75,-156
73,-159
74,-158
75,-156
74,-155
76,-156
77,-157
75,-160
77,-157
79,-157
79,-160
79,-163
79,-160
79,-157
78,-158
79,-155
79,-154
82,-155
79,-152
79,-150
80,-151
80,-152
79,-155
77,-155
75,-158
76,-160
79,-161
77,-158
75,-155
72,-152
73,-153
76,-150
77,-152
75,-153
73,-150
71,-151
73,-149
72,-150
72,-152
71,-155
72,-156
69,-156
69,-158
66,-157
69,-155
71,-157
72,-160
74,-157
75,-154
72,-156
69,-155
66,-152
67,-150
65,-150
62,-149
64,-151
67,-150
67,-147
68,-144
70,-146
69,-143
72,-140
71,-140
71,-140
69,-143
66,-143
67,-144
69,-143
66,-142
68,-144
69,-144
68,-147
65,-144
65,-147
63,-150
63,-148
61,-145
64,-146
66,-146
63,-143
60,-146
63,-143
61,-144
60,-143
61,-145
61,-145
64,-145
66,-143
69,-142
69,-142
69,-140
71,-138
73,-136
70,-136
70,-136
71,-136
72,-137
70,-135
73,-136
75,-138
72,-138
73,-135
72,-134
69,-137
66,-139
67,-136
66,-139
64,-142
65,-142
64,-141
61,-144
60,-142
57,-139
60,-142
61,-144
63,-143
64,-142
67,-145
67,-144
67,-146
67,-143
68,-145
66,-147
67,-145
70,-145
73,-148
75,-145
74,-144
75,-146
76,-149
73,-146
76,-143
73,-146
70,-146
71,-144
69,-143
68,-141
67,-138
70,-137
72,-134
75,-136
73,-138
71,-141
70,-140
70,-139
67,-136
64,-134
63,-136
66,-137
64,-140
67,-139
69,-139
69,-139
68,-140
65,-142
66,-144
69,-146
67,-144
68,-141
70,-141
69,-143
72,-143
69,-144
72,-147
72,-144
73,-142
73,-141
75,-142
72,-139
73,-139
75,-140
75,-139
75,-136
76,-134
73,-137
73,-136
72,-133
74,-131
75,-131
73,-130
71,-131
68,-133
67,-134
67,-134
65,-131
62,-134
64,-133
63,-130
62,-133
65,-133
62,-132
59,-130
62,-128
62,-125
59,-126
62,-123
62,-124
62,-124
63,-122
62,-121
64,-119
63,-120
62,-117
63,-117
63,-115
63,-115
60,-113
61,-110
58,-113
59,-110
56,-108
54,-109
57,-106
56,-105
55,-106
57,-107
60,-108
60,-108
62,-110
60,-112
62,-115
61,-116
61,-118
59,-121
58,-121
61,-122
58,-121
59,-121
57,-124
57,-124
59,-123
62,-123
64,-126
62,-125
65,-124
65,-124
63,-123
63,-120
65,-120
64,-121
67,-120
64,-120
63,-121
60,-120
62,-121
65,-119
64,-118
63,-116
61,-119
62,-122
64,-122
64,-124
66,-122
66,-120
69,-123
69,-121
66,-123
66,-124
66,-125
64,-127
63,-125
65,-123
67,-121
70,-118
73,-118
73,-117
74,-119
76,-121
79,-118
79,-120
82,-122
79,-119
76,-121
79,-119
76,-116
79,-116
79,-119
77,-117
78,-115
78,-114
76,-111
74,-114
76,-116
76,-119
76,-119
79,-120
77,-118
75,-115
73,-112
76,-115
78,-114
78,-114
76,-115
73,-115
73,-112
76,-114
78,-115
75,-112
78,-111
77,-112
77,-109
76,-108
79,-110
82,-109
85,-109
83,-112
85,-112
83,-109
85,-106
86,-104
84,-104
83,-105
85,-107
83,-105
83,-103
86,-101
88,-98
90,-101
88,-100
89,-101
87,-98
86,-100
85,-97
87,-100
89,-97
87,-94
86,-94
85,-96
86,-94
86,-96
87,-98
84,-98
87,-97
88,-94
86,-95
86,-93
84,-92
87,-95
84,-92
84,-90
86,-91
85,-88
86,-91
84,-91
81,-90
80,-87
81,-85
80,-87
81,-88
83,-85
83,-83
82,-85
81,-83
80,-80
80,-83
77,-85
78,-87
80,-85
79,-85
82,-82
82,-82
79,-81
80,-84
80,-84
82,-82
84,-79
85,-79
84,-78
86,-79
83,-78
83,-80
80,-77
79,-79
76,-79
73,-79
71,-78
68,-77
69,-75
69,-78
67,-76
67,-78
67,-76
66,-75
65,-72
63,-70
65,-71
68,-74
67,-73
70,-70
69,-70
68,-68
68,-67
66,-67
66,-67
67,-69
67,-71
70,-68
73,-67
74,-64
71,-63
68,-64
69,-67
70,-70
70,-69
71,-71
69,-69
66,-66
63,-67
65,-70
66,-69
65,-71
64,-73
65,-75
63,-72
62,-70
64,-70
67,-67
68,-65
66,-67
64,-66
64,-67
62,-65
61,-64
64,-61
63,-58
64,-60
67,-61
68,-64
66,-67
68,-64
65,-63
68,-64
68,-63
65,-64
63,-65
61,-62
58,-61
58,-58
61,-59
64,-57
61,-59
62,-60
61,-58
63,-59
64,-57
67,-56
66,-59
68,-59
70,-60
72,-60
70,-61
72,-60
72,-59
69,-57
72,-58
72,-57
69,-56
70,-57
71,-55
68,-53
68,-51
65,-49
67,-52
65,-53
68,-50
69,-53
72,-52
70,-55
72,-52
74,-49
75,-46
76,-44
78,-43
77,-46
80,-49
78,-50
81,-53
79,-52
78,-50
78,-51
76,-54
79,-55
76,-55
78,-56
80,-53
79,-51
77,-48
77,-48
75,-45
77,-45
78,-46
75,-45
74,-43
75,-42
78,-40
78,-38
79,-35
82,-32
83,-31
83,-33
84,-33
83,-30
85,-27
83,-24
84,-25
83,-24
81,-23
84,-20
82,-21
85,-18
86,-18
85,-19
87,-16
88,-14
91,-16
91,-14
89,-16
90,-17
93,-15
91,-15
94,-13
93,-12
90,-14
91,-16
93,-13
94,-13
92,-15
91,-17
94,-14
94,-14
96,-12
95,-13
96,-11
96,-10
95,-9
92,-11
94,-10
92,-11
91,-13
90,-10
87,-9
88,-6
91,-9
94,-12
96,-15
98,-12
96,-15
95,-13
95,-16
94,-18
97,-18
95,-16
94,-16
91,-18
94,-20
93,-21
92,-19
95,-19
95,-22
98,-24
95,-27
92,-27
91,-24
93,-22
93,-21
92,-18
95,-15
94,-14
92,-16
90,-17
92,-20
92,-22
93,-23
91,-26
92,-26
89,-23
87,-20
85,-19
85,-20
87,-23
88,-25
91,-28
89,-30
87,-27
87,-26
87,-25
89,-28
90,-31
87,-33
90,-35
92,-36
89,-33
88,-34
86,-35
87,-38
89,-36
87,-34
88,-32
89,-30
90,-31
88,-34
90,-32
93,-31
93,-31
91,-30
92,-33
94,-36
97,-36
96,-38
93,-40
94,-42
93,-43
93,-45
96,-42
99,-43
100,-44
103,-46
102,-48
103,-48
101,-46
103,-46
102,-47
104,-47
102,-48
100,-51
102,-52
101,-53
103,-53
105,-51
102,-54
101,-53
98,-52
99,-50
102,-49
104,-52
105,-54
104,-57
106,-57
109,-54
110,-55
110,-56
108,-56
110,-56
113,-53
111,-50
108,-51
109,-48
106,-45
109,-42
111,-40
109,-42
107,-39
108,-41
110,-43
110,-43
110,-40
111,-41
